customer_id,customer_name,gender,age,country,city,customer_segment,account_id,account_type,account_open_date,risk_profile,trade_id,trade_date,asset_class,asset_name,trade_type,quantity,trade_price,trade_value,profit_loss,account_balance,platform_fee,leverage_used,margin_call_flag,trades_last_30_days,average_trade_size,portfolio_value,win_rate_percentage,trading_session_duration_minutes,suspicious_activity_flag,failed_login_attempts,unusual_location_login,device_type,ip_region,last_login_date,customer_status,premium_subscription_flag,churn_risk_score,deposit_amount,withdrawal_amount,payment_method,platform_used
CUST56738,Jordan Ewing,Male,43,Nigeria,London,Retail,ACC787884,Basic,2023-10-31,Medium,TRD0000011,2025-12-18,Stocks,AMZN,Buy,150.52,963.02,144953.77,14121.32,380977.23,1085.14,39.42,No,76,1907.29,759493.97,22.3,527,No,13,No,,Europe,2025-09-10,Dormant,No,57.28,162581.08,2894.36,Card,Web
CUST14084,,Female,42,Nigeria,Cape Town,Premium,ACC685658,Basic,2021-02-08,Medium,TRD0000012,2022-10-27,Stocks,META,Buy,329.99,145.77,48102.64,9854.86,487746.22,261.94,11.06,No,39,1233.4,1371465.64,75.19,205,Yes,19,Yes,Desktop,Asia,2022-12-02,Inactive,No,57.21,2493.84,10918.98,Bank_Transfer,Mobile_App
CUST98566,Erica Quinn DVM,Female,52,Ghana,London,Retail,ACC904435,Basic,2024-01-30,Medium,TRD0000013,2024-06-08,Stocks,META,Sell,496.99,610.93,303626.1,-24391.75,299699.7,2029.74,13.83,Yes,57,5326.77,1125077.34,86.3,499,No,0,Yes,iPhone,Middle East,19/06/2026,Dormant,No,30.89,28141.44,61912.83,Wallet,Web
CUST52539,Donna Hernandez,Female,26,Nigeria,Lagos,Premium,ACC403911,Basic,2021-05-14,Medium,TRD0000014,2022-06-05,Stocks,NVDA,Buy,26.76,1009.87,27024.12,6454.9,211012.56,34.08,38.89,No,204,132.47,978334.48,56.68,84,Yes,23,No,Tablet,North America,04/06/2022,Active,No,87.08,97115.02,164142.94,Card,Api
CUST64377,Charles Johnson,Male,35,Uk,Nairobi,Retail,ACC350258,Basic,2024-02-16,Low,TRD0000015,2025-12-16,Commodities,Silver,Sell,453.22,112.36,50923.8,-8690.4,125470.57,311.99,5.46,Yes,211,241.35,302122.98,27.85,278,Yes,24,Yes,Tablet,Asia,2025-12-16,Dormant,Yes,13.46,100679.15,113332.84,Card,Web
CUST45523,Ashley Hayes,Female,44,Uk,London,Retail,ACC427172,Pro,2021-02-14,High,TRD0000016,2021-06-09,Commodities,Gold,Buy,196.37,486.68,95569.35,-22383.89,258794.63,682.24,,No,234,408.42,299429.06,10.12,130,Yes,18,Yes,Desktop,Europe,09/03/2021,Inactive,No,63.99,139716.38,20183.88,Card,Api
CUST44194,Keith Harmon,Female,19,Nigeria,Nairobi,Institutional,ACC392137,Vip,2024-08-13,Medium,TRD0000017,2025-04-03,Forex,EUR/USD,Buy,97.86,17.14,1677.32,288.28,357757.78,7.15,25.15,No,101,16.61,296353.86,81.84,71,Yes,15,Yes,Desktop,Europe,2025-04-24,Active,No,22.92,152094.15,53087.91,Crypto,Mobile_App
CUST39271,Tracy Washington,Female,22,South Africa,Lagos,Institutional,ACC156998,Basic,2024-05-05,Medium,TRD0000018,2024-09-12,Commodities,Crude Oil,Buy,498.77,469.22,234032.86,34712.31,186202.81,1021.54,,Yes,226,1035.54,281333.07,,288,Yes,11,No,iPhone,North America,19/06/2026,Active,No,36.31,164314.72,147961.44,Bank_Transfer,Api
CUST35652,Brian Scott,Female,31,Ghana,Accra,Premium,ACC597585,Basic,2023-04-22,Low,TRD0000019,2023-12-16,Stocks,NVDA,Buy,373.9,1352.9,505849.31,-56977.49,134193.32,523.02,36.12,No,33,15328.77,121026.02,50.39,478,No,25,Yes,Tablet,Middle East,19/06/2026,Active,No,19.11,160513.66,132927.84,Card,Mobile_App
CUST52965,Stephen Garcia,Female,42,Uae,Lagos,Retail,ACC510711,Pro,2022-05-22,Medium,TRD0000020,2023-06-28,Crypto,BNB,Buy,493.92,6818.2,3367645.34,-125847.31,308255.36,23799.07,12.48,No,275,12245.98,1343175.17,20.3,302,Yes,8,No,Desktop,Asia,04-05-2023,Inactive,No,26.77,87879.55,33432.56,Wallet,Mobile_App
CUST52773,Carl Morris,Male,34,South Africa,Abuja,Retail,ACC205426,Pro,2021-03-17,Low,TRD0000021,2021-06-14,Forex,GBP/USD,Buy,26.15,39.64,1036.59,239.71,330701.58,1.1,30.55,No,179,5.79,566859.14,22.02,210,Yes,1,No,Android,West Africa,07/03/2021,Inactive,No,68.15,37029.02,56195.23,Crypto,Api
CUST18293,Valerie Hahn,Female,61,South Africa,Lagos,Retail,ACC195580,Pro,2023-03-26,Low,TRD0000022,2025-02-20,Forex,USD/JPY,Sell,208.81,73.39,15324.57,4999.23,208996.18,128.47,1.29,No,295,51.95,942137.93,23.82,17,Yes,17,Yes,Tablet,West Africa,20/01/2025,Dormant,No,92.8,147449.79,30903.42,Card,Mobile_App
CUST18794,Alexis Cain,Female,67,Uae,Abuja,Retail,ACC977964,Vip,2023-09-16,High,TRD0000023,2024-07-19,Crypto,ETH,Sell,307.75,37889.12,11660376.68,-2773999.45,485199.61,97257.43,18.6,Yes,21,555256.03,2189328.63,67.14,333,Yes,12,No,Tablet,North America,04-23-2024,Inactive,No,42.59,116524.93,76633.17,Crypto,Api
CUST33430,,Female,50,Kenya,Abuja,Retail,ACC748623,Pro,2023-07-28,Medium,TRD0000024,2024-01-12,Commodities,Crude Oil,Buy,401.34,82.53,33122.59,-9606.35,374789.74,299.89,36.3,No,69,480.04,340532.92,,114,Yes,4,No,Desktop,Europe,19/06/2026,Active,Yes,83.47,122088.93,45399.74,Wallet,Api
CUST28818,Jaclyn Harvey,Female,32,South Africa,Nairobi,Retail,ACC348931,Basic,2021-03-17,High,TRD0000025,2021-09-21,Forex,USD/NGN,Buy,396.27,10.67,4228.2,704.19,447531.04,13.82,26.55,No,201,21.04,1745047.54,41.94,379,No,4,Yes,Desktop,West Africa,29/07/2021,Dormant,Yes,18.5,148718.94,8692.46,Wallet,Desktop_Terminal
CUST93786,Jeremiah Avila,Female,61,Ghana,Lagos,Premium,ACC332403,Basic,2024-06-15,Low,TRD0000026,2026-03-02,Commodities,Silver,Buy,12.12,191.43,2320.13,-456.74,310084.43,12.24,29.87,Yes,7,331.45,1467841.04,22.69,100,Yes,20,Yes,Desktop,Middle East,2026-03-12,Inactive,Yes,6.56,164176.14,160681.78,Crypto,Api
CUST42571,Joseph Tucker,Male,21,Nigeria,Lagos,Retail,ACC349213,Basic,2021-08-03,High,TRD0000027,2021-07-31,Commodities,Silver,Sell,32.82,249.4,8185.31,2735.49,35641.67,56.48,22.4,Yes,115,71.18,177700.96,64.74,128,Yes,23,No,Desktop,West Africa,2021-09-10,Inactive,No,55.82,87210.54,141921,Wallet,Desktop_Terminal
CUST94148,Regina Banks,Male,24,South Africa,Lagos,Retail,ACC347578,Pro,2022-02-20,Medium,TRD0000028,2022-07-18,Commodities,Natural Gas,Buy,428.9,167.72,71935.11,23961.03,68020.43,89.35,4.81,Yes,82,877.26,152939,12.44,44,Yes,22,No,iPhone,West Africa,2022-07-01,Active,Yes,85.79,152353.73,35876.19,Bank_Transfer,Api
CUST24039,Darryl Dixon,Male,26,Nigeria,Lagos,Institutional,ACC951463,Pro,2021-06-29,Low,TRD0000029,2023-07-23,Forex,USD/JPY,Sell,212.46,57.24,12161.21,338.12,424945.55,79.83,48.24,Yes,211,57.64,395727.52,18.36,482,No,1,No,,Europe,06-26-2023,Active,No,82.16,34074.25,233.83,Bank_Transfer,Web
CUST55587,Martin Riggs,Female,63,Uae,Lagos,Institutional,ACC721338,Basic,2023-11-22,Low,TRD0000030,2024-07-30,Commodities,Silver,Buy,469.42,289.4,135850.15,47055.56,445380.07,1046.99,5.66,No,12,11320.85,1052072.34,46.39,560,No,5,No,Android,Middle East,09-15-2024,Active,No,59.81,137846.96,108962.8,Wallet,Mobile_App
CUST69022,Matthew Young,Female,39,Nigeria,London,Retail,ACC911005,Basic,2022-04-19,High,TRD0000031,2022-08-11,Crypto,SOL,Sell,377.61,49424.86,18663321.38,-3225772.39,477675.57,62115.14,18.08,No,52,358910.03,712370.19,26.61,156,Yes,25,Yes,Desktop,Middle East,2022-07-27,Inactive,Yes,11.82,182280.5,50544.79,Crypto,Web
CUST11653,Andrew Chandler,Female,63,Nigeria,Nairobi,Retail,ACC248701,Basic,2023-09-04,High,TRD0000032,2023-03-30,Commodities,Silver,Buy,340.12,321.57,109372.39,20218.89,312955.43,355.52,39.34,No,247,442.8,848677.79,44.79,189,No,10,Yes,Tablet,Middle East,02-20-2023,Active,Yes,25.87,43576.3,128918.89,Card,Desktop_Terminal
CUST23249,Lisa Gillespie,Female,53,Nigeria,London,Retail,ACC770314,Pro,2023-01-28,High,TRD0000033,2024-06-30,Crypto,BNB,Buy,364.82,51041.75,18621051.23,6267412.81,312425.21,131724.51,,No,135,137933.71,393307.6,44.04,541,Yes,25,No,Tablet,Europe,2024-06-17,Active,Yes,93.01,13778.99,143710.84,Card,Mobile_App
CUST56285,David Lopez,Female,48,Ghana,Lagos,Premium,ACC592203,Basic,2022-04-17,Low,TRD0000034,2022-12-31,Commodities,Gold,Sell,179.63,319.21,57339.69,-7031.19,189480.9,101.35,8.48,No,166,345.42,775538.01,80.66,598,Yes,21,Yes,Android,West Africa,12-27-2022,Inactive,Yes,61.21,115697.42,153751.29,Crypto,Desktop_Terminal
CUST30011,Rachel Martinez,Female,69,South Africa,Lagos,Retail,ACC821447,Pro,2021-07-05,Low,TRD0000035,2023-05-05,Stocks,AMZN,Buy,277.98,433.52,120509.89,2232.95,246578.71,705.69,8.08,No,3,40169.96,363334,69.15,511,No,9,No,Desktop,Middle East,06-14-2023,Dormant,No,8.46,127408.18,114502.7,Bank_Transfer,Desktop_Terminal
CUST22317,Catherine Morgan,Female,67,Nigeria,Lagos,Retail,ACC535779,Pro,2022-11-25,Low,TRD0000036,2023-02-14,Forex,USD/NGN,Sell,211.77,59.28,12553.73,374.33,487372.76,86.51,14.31,Yes,169,74.28,783547.61,20.84,91,Yes,12,No,,Middle East,02-07-2023,Dormant,No,5.92,60081.28,1117.92,Crypto,Web
CUST75646,Phillip Matthews,Female,43,South Africa,Lagos,Retail,ACC830232,Pro,2024-10-26,Low,TRD0000037,2025-01-03,Stocks,TSLA,Buy,211.36,195.88,41401.2,12289.44,88312.04,54.16,35.8,Yes,220,188.19,280708.4,87.68,511,No,16,Yes,iPhone,Middle East,11-18-2024,Dormant,No,91.94,89294.34,2543.48,Card,Api
CUST64056,Andrew Jones,Male,60,Kenya,Abuja,Premium,ACC757347,Basic,2021-01-10,Medium,TRD0000038,2021-01-04,Stocks,NVDA,Buy,225.94,1129.1,255108.85,-33200.51,276531.91,1398.73,38.21,No,130,1962.38,1282220.06,,34,Yes,1,Yes,,West Africa,2020-10-27,Dormant,Yes,31.94,120023.86,172385.86,Bank_Transfer,Desktop_Terminal
CUST58177,Samantha Sanders,Female,47,Kenya,Lagos,Retail,ACC936093,Basic,2024-08-13,Medium,TRD0000039,2025-12-01,Forex,USD/JPY,Sell,31.26,165.65,5178.22,522.24,150841.86,25.15,41.73,Yes,192,26.97,366077.86,75.57,241,No,9,No,iPhone,Asia,18/01/2025,Inactive,Yes,42.83,117328.6,146877.51,Bank_Transfer,Desktop_Terminal
CUST28437,Anthony Hill,Female,28,Ghana,London,Retail,ACC189195,Basic,2023-09-20,High,TRD0000040,2024-09-29,Commodities,Natural Gas,Buy,463.07,279.47,129414.17,-6646.72,258125,431.71,4.07,No,164,789.11,723179.04,26.08,198,Yes,5,No,Desktop,Asia,2024-08-11,Dormant,No,36.53,155927.71,154251.13,Crypto,Desktop_Terminal
CUST23909,Steven Hartman,Female,69,Nigeria,Lagos,Retail,ACC131833,Basic,2023-11-30,Medium,TRD0000041,2025-07-28,Crypto,SOL,Sell,213.55,61403.19,13112651.22,-2612802.83,86271.38,22985.26,,Yes,17,771332.42,270978.15,48.95,67,No,20,No,iPhone,West Africa,04-24-2025,Inactive,Yes,56.88,128126.59,172155.6,Crypto,Mobile_App
CUST68765,Zachary Cook,Male,34,Uk,Abuja,Retail,ACC368290,Vip,2021-05-02,High,TRD0000042,2022-04-11,Commodities,Gold,Buy,73.25,163.42,11970.51,-1281.58,124790.32,25.35,6.17,No,194,61.7,188186.81,22.17,14,No,22,Yes,iPhone,Europe,08-03-2022,Active,Yes,93.46,173350.39,159967.36,Crypto,Web
CUST60473,James Gillespie PhD,Female,23,Kenya,Accra,Retail,ACC345242,Basic,2024-10-07,High,TRD0000043,2025-07-04,Commodities,Silver,Sell,435.49,150.13,65380.11,1193.53,155623.76,596.82,9.22,Yes,78,838.21,764145.57,,218,No,15,Yes,iPhone,Asia,2025-05-01,Active,Yes,43.77,52304.56,42961.5,Crypto,Desktop_Terminal
CUST64478,Nathan Petty,Male,65,Ghana,Lagos,Institutional,ACC116807,Basic,2023-11-06,High,TRD0000044,2024-05-10,Forex,GBP/USD,Sell,218.19,114.7,25026.39,-5067,35029.69,44.72,35.87,No,253,98.92,140026.79,21.65,198,No,9,Yes,iPhone,West Africa,19/06/2026,Dormant,No,84.27,183249.62,93322.65,Wallet,Api
CUST21839,,Female,27,Uae,Nairobi,Retail,ACC690482,Pro,2023-01-22,Medium,TRD0000045,2023-02-13,Commodities,Gold,Buy,179,393.98,70522.42,-9262.68,49382.72,534.46,45,No,262,269.17,44824.48,21.42,251,Yes,7,No,Android,Europe,2022-12-16,Active,Yes,25.8,163430.74,5413.24,Card,Desktop_Terminal
CUST12318,Kimberly Stephens,Female,55,Kenya,Abuja,Premium,ACC207861,Basic,2021-07-12,High,TRD0000046,2023-01-07,Forex,EUR/USD,Buy,61.65,46.26,2851.93,1029.96,4346.95,19.15,20.43,No,215,13.26,14377.84,13.08,55,Yes,10,No,Android,Asia,07/05/2023,Dormant,No,80.63,182554.17,146707.78,Bank_Transfer,Desktop_Terminal
CUST77813,Luis Ayers,Female,41,Nigeria,Cape Town,Retail,ACC112115,Basic,2023-12-24,Low,TRD0000047,2024-06-17,Crypto,ETH,Sell,484.88,74961.08,36347128.47,4768044.03,129214.86,258280.89,2.68,Yes,277,131217.07,540969.03,,104,Yes,3,No,iPhone,Middle East,03-26-2024,Active,Yes,29.46,61082.35,116553.62,Wallet,Web
CUST71134,Stephanie White,Male,47,Nigeria,Lagos,Premium,ACC526292,Pro,2022-07-16,High,TRD0000048,2023-03-07,Crypto,BNB,Buy,274.74,71355.57,19604229.3,-1955525.34,90346.06,115924.52,,No,202,97050.64,76784.05,83.26,246,Yes,17,Yes,Tablet,Asia,19/12/2022,Inactive,Yes,30.25,154425.72,28542,Wallet,Api
CUST96208,Kevin Gonzalez,Female,47,Ghana,Lagos,Retail,ACC810577,Pro,2021-11-13,High,TRD0000049,2022-12-29,Forex,EUR/USD,Sell,135.07,141,19044.87,-4988.12,195734.18,189.24,27.95,Yes,213,89.41,855314.47,62.82,115,No,14,No,Tablet,Asia,2022-12-15,Inactive,Yes,35.94,105224.32,107175.69,Bank_Transfer,Api
CUST59895,Megan Wallace,Male,53,Ghana,Lagos,Retail,ACC495312,Pro,2021-06-30,Medium,TRD0000050,2022-05-19,Stocks,AAPL,Buy,129.02,1349.04,174053.14,33998.93,212178.42,901.29,41.46,Yes,179,972.36,573491.33,,71,No,7,Yes,Tablet,Asia,2022-05-01,Dormant,No,65.21,185682.47,27759.67,Crypto,Api
CUST62643,Erin Castillo,Female,56,Ghana,Lagos,Retail,ACC433528,Basic,2021-06-03,High,TRD0000051,2022-04-02,Forex,USD/NGN,Buy,262.5,178.74,46919.25,3631.56,313815.77,352.17,6.22,No,210,223.43,265199.95,,568,Yes,9,No,iPhone,North America,03/05/2022,Active,No,3.92,35038.84,138413.93,Card,Mobile_App
CUST63883,Allison Flynn,Male,29,South Africa,Lagos,Retail,ACC179828,Basic,2023-12-07,High,TRD0000052,2025-07-04,Stocks,META,Sell,72.82,395.48,28798.85,-5940.06,310121.43,33.87,4.09,Yes,202,142.57,1007020.38,47.37,246,Yes,7,Yes,Android,North America,2025-04-26,Active,Yes,1.61,173397.34,81979.8,Wallet,Api
CUST18850,Gary Chen,Female,62,Uk,Abuja,Retail,ACC517960,Vip,2023-09-20,Low,TRD0000053,2023-09-27,Stocks,NVDA,Sell,281.21,216.59,60907.27,-5272.4,118692.7,165.71,41.47,Yes,176,346.06,213187.96,,27,Yes,25,Yes,Android,Europe,20/08/2023,Active,Yes,27.7,167001.59,23003,Card,Mobile_App
CUST58223,Chad Short,Female,44,Kenya,Abuja,Retail,ACC599073,Basic,2022-04-11,High,TRD0000054,2023-03-07,Forex,GBP/USD,Sell,304.49,25.43,7743.18,-475.33,327048.34,47.3,38.82,Yes,7,1106.17,797254.33,,183,Yes,10,Yes,iPhone,West Africa,27/04/2023,Dormant,Yes,80.71,151690.7,34708.38,Bank_Transfer,Mobile_App
CUST47823,Ricky Hudson,Female,44,Ghana,Accra,Retail,ACC587026,Pro,2024-07-11,High,TRD0000055,2024-11-08,Forex,USD/NGN,Buy,329.87,169.5,55912.97,18703.7,365696.96,414.5,6.65,Yes,207,270.11,353992.41,26.84,312,Yes,12,No,iPhone,North America,10-09-2024,Inactive,No,64.19,35934.32,151103.77,Wallet,Api
CUST97835,Eric Morris,Male,19,Nigeria,Nairobi,Premium,ACC995638,Pro,2021-04-07,High,TRD0000056,2021-11-28,Stocks,AMZN,Sell,499.06,942.23,470229.3,12840.11,342649.27,4020.45,17.67,No,231,2035.62,1006143.29,27.51,526,Yes,15,Yes,iPhone,North America,17/09/2021,Inactive,Yes,55.09,193882.87,114753.03,Card,Web
CUST32026,Deborah Stewart,Female,24,Nigeria,Nairobi,Retail,ACC819566,Pro,2024-10-04,High,TRD0000057,2026-01-26,Commodities,Silver,Sell,349.33,135.57,47358.67,-1492.91,470314.52,335.93,,Yes,236,200.67,2034505.83,27.54,298,Yes,11,No,Android,West Africa,19/06/2026,Active,Yes,31.09,22119.07,55605,Card,Desktop_Terminal
CUST68336,Gregory Thompson,Male,37,Nigeria,Lagos,Retail,ACC591270,Vip,2023-09-22,Medium,TRD0000058,2023-12-01,Commodities,Natural Gas,Buy,392.15,157.27,61673.43,8622.24,34463.13,476.55,35.27,Yes,202,305.31,149095.44,25.79,540,No,5,Yes,Desktop,North America,11-15-2023,Inactive,No,19.27,165065.35,57628.01,Wallet,Desktop_Terminal
CUST41375,,Male,55,Uae,Cape Town,Premium,ACC326955,Basic,2023-10-21,Low,TRD0000059,2025-10-23,Crypto,ETH,Buy,222.15,7263.93,1613682.05,452827.14,426940.54,13042.22,1.14,No,73,22105.23,849474.34,53.74,433,Yes,2,No,iPhone,Europe,2025-08-24,Active,No,30.28,88631.12,101407.21,Card,Api
CUST21146,Joseph Barnes,Female,48,Kenya,Lagos,Institutional,ACC738661,Pro,2021-05-03,Medium,TRD0000060,2023-04-28,Forex,USD/NGN,Buy,150.36,6.54,983.35,142.94,182864.99,6.12,5.18,No,184,5.34,553332.92,43.69,118,Yes,5,Yes,,West Africa,04-12-2023,Active,Yes,65.32,37508.01,120643,Card,Api
CUST39694,Rose Skinner,Female,26,Uk,Lagos,Premium,ACC812500,Basic,2023-06-20,High,TRD0000061,2023-10-20,Stocks,AMZN,Sell,272.61,1453.54,396249.54,-124653.54,16077.77,2899.51,20.81,Yes,235,1686.17,33115.48,46.21,91,No,6,No,iPhone,Asia,2023-11-17,Active,Yes,74.8,68279.07,137451.3,Wallet,Web
CUST41365,James Clark,Female,52,Ghana,London,Retail,ACC733124,Basic,2022-12-30,High,TRD0000062,2024-06-29,Crypto,SOL,Sell,97.38,67069.18,6531196.75,1636192.61,88560.74,39110.22,,Yes,194,33665.96,381879.96,31.27,277,No,0,Yes,Desktop,Europe,19/06/2026,Dormant,No,48.91,6328.12,150688.46,Crypto,Api
CUST30746,Randall Hoffman,Female,44,Nigeria,Lagos,Retail,ACC653920,Basic,2021-09-26,Medium,TRD0000063,2023-05-07,Forex,USD/NGN,Sell,468.77,97.2,45564.44,5611.53,362116.37,104.47,30.82,No,139,327.8,386243.58,40.33,589,No,18,Yes,iPhone,North America,02-07-2023,Active,Yes,77.66,126620.36,114232.19,Wallet,Mobile_App
CUST28499,Paige Adams,Male,67,Ghana,Accra,Retail,ACC766065,Basic,2024-02-02,Medium,TRD0000064,2026-01-19,Commodities,Crude Oil,Buy,404.8,446.61,180787.73,41447.54,464387.34,1135.55,20.41,Yes,154,1173.95,1775531.1,58.61,350,Yes,6,No,iPhone,North America,01-22-2026,Active,Yes,58.47,197492.45,64255.81,Crypto,Web
CUST73506,Andrew Miller,Male,36,Ghana,Lagos,Premium,ACC756879,Basic,2021-11-02,Medium,TRD0000065,2021-07-09,Stocks,TSLA,Buy,367.21,1446.55,531187.63,-110947.72,266154.42,4716.4,7.7,No,165,3219.32,1244572.32,37.77,29,No,15,No,,Asia,06-11-2021,Active,Yes,86.47,159252.41,15695.65,Crypto,Api
CUST43687,Michele Horton,Male,20,Ghana,Accra,Retail,ACC743791,Pro,2022-11-06,Low,TRD0000066,2023-03-31,Forex,USD/JPY,Sell,172.71,31.53,5445.55,1416.34,236168.3,7,31.32,No,158,34.47,835301.6,70.04,574,Yes,11,No,,Asia,01-13-2023,Active,Yes,1.89,95152.72,117965,Wallet,Mobile_App
CUST92431,Joseph Mason,Male,20,South Africa,Lagos,Retail,ACC669661,Basic,2024-12-02,Low,TRD0000067,2026-04-03,Crypto,XRP,Buy,176.06,35380.41,6229074.98,-1189321.05,393857.86,7713.16,20.06,No,7,889867.85,423335.53,44.16,361,Yes,7,No,Tablet,Middle East,2026-02-08,Dormant,No,63.09,44816.56,45347.18,Crypto,Mobile_App
CUST40327,Michelle Willis,Male,67,Kenya,Nairobi,Retail,ACC622821,Basic,2024-12-03,Medium,TRD0000068,2026-05-15,Forex,EUR/USD,Sell,2.96,64.63,191.3,45.27,424930.13,1.46,3.55,Yes,224,0.85,665291.14,94.56,306,No,0,Yes,Android,West Africa,2026-03-16,Active,Yes,15.93,147203.2,17558.71,Crypto,Web
CUST64290,Randy Finley,Female,64,Kenya,Accra,Institutional,ACC134513,Pro,2022-02-17,High,TRD0000069,2024-04-23,Commodities,Gold,Buy,25.11,479.44,12038.74,-2191.84,267921.49,80.65,1.13,No,256,47.03,1332168.44,81.36,81,Yes,6,Yes,iPhone,Asia,2024-01-17,Active,Yes,27.2,13784.16,7774.68,Crypto,Desktop_Terminal
CUST45023,,Female,21,Uk,London,Retail,ACC675469,Basic,2023-04-21,Medium,TRD0000070,2025-08-05,Crypto,BNB,Sell,440.96,71857.97,31686490.45,6258010.14,495461.18,267117.16,34.99,No,59,537059.16,577021.68,12.86,52,No,22,No,Desktop,Middle East,06/04/2025,Dormant,No,32.25,194322.61,167.81,Crypto,Desktop_Terminal
CUST87633,Theresa Johnston,Female,34,Uae,Cape Town,Retail,ACC167232,Basic,2023-12-14,Low,TRD0000071,2024-08-27,Forex,USD/JPY,Sell,429,114.57,49150.53,-9651.64,80412.1,210.96,18.84,No,88,558.53,115819.15,25.11,46,Yes,12,Yes,Tablet,West Africa,08-09-2024,Dormant,Yes,70.56,75029.38,65659.37,Wallet,Api
CUST96800,Jordan Novak,Female,37,Kenya,Lagos,Retail,ACC601575,Pro,2021-12-24,Medium,TRD0000072,2024-01-25,Crypto,XRP,Sell,262.17,20304.01,5323102.3,311375.42,458047.12,17569.39,16.02,Yes,224,23763.85,542135.67,83.01,208,Yes,13,Yes,,Asia,26/02/2024,Active,No,44.81,73434.88,128256.55,Crypto,Api
