customer_id,customer_name,gender,age,country,city,customer_segment,account_id,account_type,account_open_date,risk_profile,trade_id,trade_date,asset_class,asset_name,trade_type,quantity,trade_price,trade_value,profit_loss,account_balance,platform_fee,leverage_used,margin_call_flag,trades_last_30_days,average_trade_size,portfolio_value,win_rate_percentage,trading_session_duration_minutes,suspicious_activity_flag,failed_login_attempts,unusual_location_login,device_type,ip_region,last_login_date,customer_status,premium_subscription_flag,churn_risk_score,deposit_amount,withdrawal_amount,payment_method,platform_used
CUST45523,Ashley Hayes,Female,44,UK,London,retail,ACC427172,pro,14/02/2021,high,TRD0000016,06-09-2021,commodities,Gold,buy,196.37,486.68,95569.35,-22383.89,258794.63,682.24,,N,234,408.42,299429.06,10.12,130,yes,18,Yes,Desktop,Europe,09/03/2021,inactive,no,63.99,139716.38,20183.88,card,API
CUST44194,Keith Harmon,female,19,Nigeria,Nairobi,institutional,ACC392137,VIP,08-13-2024,medium,TRD0000017,2025-04-03,forex,EUR/USD,buy,97.86,17.14,1677.32,288.28,357757.78,7.15,25.15,No,101,16.61,296353.86,81.84,71,yes,15,yes,Desktop,Europe,2025-04-24,active,No,22.92,152094.15,53087.91,crypto,mobile_app
CUST39271,Tracy Washington,F,22,South Africa,LAGOS,institutional,ACC156998,basic,2024-05-05,medium,TRD0000018,09-12-2024,commodities,Crude Oil,buy,498.77,469.22,234032.86,34712.31,186202.81,1021.54,,Y,226,1035.54,281333.07,,288,Yes,11,No,iPhone,North America,,active,No,36.31,164314.72,147961.44,bank_transfer,API
CUST35652,Brian Scott,Female,31,Ghana,Accra,premium,ACC597585,basic,2023-04-22,low,TRD0000019,16/12/2023,stocks,NVDA,buy,373.9,1352.9,505849.31,-56977.49,134193.32,523.02,36.12,no,33,15328.77,121026.02,50.39,478,No,25,Y,Tablet,Middle East,,active,No,19.11,160513.66,132927.84,card,mobile_app
CUST52965,Stephen Garcia,Female,42,UAE,lagos,retail,ACC510711,pro,05-22-2022,medium,TRD0000020,2023-06-28,crypto,BNB,buy,493.92,6818.2,3367645.34,-125847.31,308255.36,23799.07,12.48,N,275,12245.98,1343175.17,20.3,302,Y,8,no,Desktop,Asia,04-05-2023,inactive,N,26.77,87879.55,33432.56,wallet,mobile_app
CUST52773,Carl Morris,M,34,South Africa,Abuja,retail,ACC205426,pro,17/03/2021,low,TRD0000021,2021-06-14,forex,GBP/USD,buy,26.15,39.64,1036.59,239.71,330701.58,1.1,30.55,N,179,5.79,566859.14,22.02,210,Y,1,no,Android,West Africa,07/03/2021,inactive,No,68.15,37029.02,56195.23,crypto,API
CUST18293,Valerie Hahn,Female,61,South Africa,LAGOS,retail,ACC195580,pro,26/03/2023,low,TRD0000022,20/02/2025,forex,USD/JPY,sell,208.81,73.39,15324.57,4999.23,208996.18,128.47,1.29,No,295,51.95,942137.93,23.82,17,Yes,17,yes,Tablet,West Africa,20/01/2025,dormant,no,92.8,147449.79,30903.42,card,mobile_app
CUST18794,Alexis Cain,Female,67,UAE,Abuja,retail,ACC977964,VIP,09-16-2023,high,TRD0000023,07-19-2024,crypto,ETH,sell,307.75,37889.12,11660376.68,-2773999.45,485199.61,97257.43,18.6,yes,21,555256.03,2189328.63,67.14,333,Yes,12,no,Tablet,North America,04-23-2024,inactive,N,42.59,116524.93,76633.17,crypto,API
CUST33430,,female,50,Kenya,Abuja,retail,ACC748623,pro,28/07/2023,medium,TRD0000024,2024-01-12,commodities,Crude Oil,buy,401.34,82.53,33122.59,-9606.35,374789.74,299.89,36.3,N,69,480.04,340532.92,,114,yes,4,No,Desktop,Europe,,active,Yes,83.47,122088.93,45399.74,wallet,API
CUST28818,Jaclyn Harvey,Female,32,South Africa,Nairobi,retail,ACC348931,basic,17/03/2021,high,TRD0000025,2021-09-21,forex,USD/NGN,buy,396.27,10.67,4228.2,704.19,447531.04,13.82,26.55,no,201,21.04,1745047.54,41.94,379,no,4,Y,Desktop,West Africa,29/07/2021,Dormant,yes,18.5,148718.94,8692.46,wallet,desktop_terminal
CUST93786,Jeremiah Avila,female,61,Ghana,Lagos,premium,ACC332403,basic,15/06/2024,low,TRD0000026,03-02-2026,commodities,Silver,buy,12.12,191.43,2320.13,-456.74,310084.43,12.24,29.87,yes,7,331.45,1467841.04,22.69,100,Yes,20,yes,Desktop,Middle East,2026-03-12,inactive,Yes,6.56,164176.14,160681.78,crypto,API
CUST42571,Joseph Tucker,Male,21,Nigeria,Lagos,retail,ACC349213,basic,08-03-2021,high,TRD0000027,2021-07-31,commodities,Silver,sell,32.82,249.4,8185.31,2735.49,35641.67,56.48,22.4,yes,115,71.18,177700.96,64.74,128,Y,23,N,Desktop,West Africa,2021-09-10,inactive,N,55.82,87210.54,141921.0,wallet,desktop_terminal
CUST94148,Regina Banks,male,24,South Africa,Lagos,retail,ACC347578,pro,2022-02-20,medium,TRD0000028,18/07/2022,commodities,Natural Gas,buy,428.9,167.72,71935.11,23961.03,68020.43,89.35,4.81,Yes,82,877.26,152939.0,12.44,44,yes,22,N,iPhone,West Africa,2022-07-01,Active,Yes,85.79,152353.73,35876.19,bank_transfer,API
CUST24039,Darryl Dixon,male,26,Nigeria,Lagos,institutional,ACC951463,pro,29/06/2021,low,TRD0000029,2023-07-23,forex,USD/JPY,sell,212.46,57.24,12161.21,338.12,424945.55,79.83,48.24,Yes,211,57.64,395727.52,18.36,482,N,1,no,,Europe,06-26-2023,Active,no,82.16,34074.25,233.83,bank_transfer,web
CUST55587,Martin Riggs,Female,63,UAE,LAGOS,institutional,ACC721338,basic,2023-11-22,low,TRD0000030,30/07/2024,commodities,Silver,buy,469.42,289.4,135850.15,47055.56,445380.07,1046.99,5.66,No,12,11320.85,1052072.34,46.39,560,no,5,No,Android,Middle East,09-15-2024,active,no,59.81,137846.96,108962.8,wallet,mobile_app
CUST69022,Matthew Young,F,39,nigeria,London,retail,ACC911005,basic,19/04/2022,high,TRD0000031,08-11-2022,crypto,SOL,sell,377.61,49424.86,18663321.38,-3225772.39,477675.57,62115.14,18.08,N,52,358910.03,712370.19,26.61,156,yes,25,Y,Desktop,Middle East,2022-07-27,inactive,yes,11.82,182280.5,50544.79,crypto,web
CUST11653,Andrew Chandler,Female,63,nigeria,Nairobi,retail,ACC248701,basic,09/04/2023,high,TRD0000032,03-30-2023,commodities,Silver,buy,340.12,321.57,109372.39,20218.89,312955.43,355.52,39.34,No,247,442.8,848677.79,44.79,189,N,10,Yes,Tablet,Middle East,02-20-2023,Active,Yes,25.87,43576.3,128918.89,card,desktop_terminal
CUST23249,Lisa Gillespie,Female,53,nigeria,London,retail,ACC770314,pro,28/01/2023,high,TRD0000033,06-30-2024,crypto,BNB,buy,364.82,51041.75,18621051.23,6267412.81,312425.21,131724.51,,no,135,137933.71,393307.6,44.04,541,yes,25,No,Tablet,Europe,2024-06-17,active,yes,93.01,13778.99,143710.84,card,mobile_app
CUST56285,David Lopez,Female,48,Ghana,LAGOS,premium,ACC592203,basic,04-17-2022,low,TRD0000034,31/12/2022,commodities,Gold,sell,179.63,319.21,57339.69,-7031.19,189480.9,101.35,8.48,no,166,345.42,775538.01,80.66,598,Yes,21,Yes,Android,West Africa,12-27-2022,inactive,Y,61.21,115697.42,153751.29,crypto,desktop_terminal
CUST30011,Rachel Martinez,Female,69,South Africa,LAGOS,retail,ACC821447,pro,07-05-2021,low,TRD0000035,05/05/2023,stocks,AMZN,buy,277.98,433.52,120509.89,2232.95,246578.71,705.69,8.08,N,3,40169.96,363334.0,69.15,511,N,9,No,Desktop,Middle East,06-14-2023,Dormant,N,8.46,127408.18,114502.7,bank_transfer,desktop_terminal
CUST22317,Catherine Morgan,Female,67,nigeria,Lagos,retail,ACC535779,pro,25/11/2022,low,TRD0000036,14/02/2023,forex,USD/NGN,sell,211.77,59.28,12553.73,374.33,487372.76,86.51,14.31,Yes,169,74.28,783547.61,20.84,91,Yes,12,N,,Middle East,02-07-2023,dormant,no,5.92,60081.28,1117.92,crypto,web
CUST75646,Phillip Matthews,female,43,South Africa,LAGOS,retail,ACC830232,pro,2024-10-26,low,TRD0000037,01-03-2025,stocks,TSLA,buy,211.36,195.88,41401.2,12289.44,88312.04,54.16,35.8,Yes,220,188.19,280708.4,87.68,511,no,16,Yes,iPhone,Middle East,11-18-2024,dormant,N,91.94,89294.34,2543.48,card,API
CUST64056,Andrew Jones,Male,60,Kenya,Abuja,premium,ACC757347,basic,2021-01-10,medium,TRD0000038,2021-01-04,stocks,NVDA,buy,225.94,1129.1,255108.85,-33200.51,276531.91,1398.73,38.21,N,130,1962.38,1282220.06,,34,Yes,1,Yes,,West Africa,2020-10-27,Dormant,Y,31.94,120023.86,172385.86,bank_transfer,desktop_terminal
CUST58177,Samantha Sanders,F,47,Kenya,LAGOS,retail,ACC936093,basic,13/08/2024,medium,TRD0000039,12/01/2025,forex,USD/JPY,sell,31.26,165.65,5178.22,522.24,150841.86,25.15,41.73,yes,192,26.97,366077.86,75.57,241,No,9,N,iPhone,Asia,18/01/2025,inactive,Y,42.83,117328.6,146877.51,bank_transfer,desktop_terminal
CUST28437,Anthony Hill,female,28,Ghana,London,retail,ACC189195,basic,09-20-2023,high,TRD0000040,2024-09-29,commodities,Natural Gas,buy,463.07,279.47,129414.17,-6646.72,258125.0,431.71,4.07,no,164,789.11,723179.04,26.08,198,Yes,5,N,Desktop,Asia,2024-08-11,dormant,no,36.53,155927.71,154251.13,crypto,desktop_terminal
CUST23909,Steven Hartman,Female,69,Nigeria,LAGOS,retail,ACC131833,basic,2023-11-30,medium,TRD0000041,2025-07-28,crypto,SOL,sell,213.55,61403.19,13112651.22,-2612802.83,86271.38,22985.26,,Yes,17,771332.42,270978.15,48.95,67,no,20,No,iPhone,West Africa,04-24-2025,inactive,Y,56.88,128126.59,172155.6,crypto,mobile_app
CUST68765,Zachary Cook,M,34,UK,Abuja,retail,ACC368290,VIP,2021-05-02,high,TRD0000042,04/11/2022,commodities,Gold,buy,73.25,163.42,11970.51,-1281.58,124790.32,25.35,6.17,No,194,61.7,188186.81,22.17,14,No,22,yes,iPhone,Europe,08-03-2022,active,Yes,93.46,173350.39,159967.36,crypto,web
CUST60473,James Gillespie PhD,F,23,Kenya,Accra,retail,ACC345242,basic,10/07/2024,high,TRD0000043,2025-07-04,commodities,Silver,sell,435.49,150.13,65380.11,1193.53,155623.76,596.82,9.22,Yes,78,838.21,764145.57,,218,no,15,Y,iPhone,Asia,2025-05-01,active,Y,43.77,52304.56,42961.5,crypto,desktop_terminal
CUST64478,Nathan Petty,Male,65,Ghana,LAGOS,institutional,ACC116807,basic,2023-11-06,high,TRD0000044,05/10/2024,forex,GBP/USD,sell,218.19,114.7,25026.39,-5067.0,35029.69,44.72,35.87,no,253,98.92,140026.79,21.65,198,no,9,yes,iPhone,West Africa,,dormant,No,84.27,183249.62,93322.65,wallet,API
CUST21839,,Female,27,UAE,Nairobi,retail,ACC690482,pro,01-22-2023,medium,TRD0000045,13/02/2023,commodities,Gold,buy,179.0,393.98,70522.42,-9262.68,49382.72,534.46,45.0,No,262,269.17,44824.48,21.42,251,Yes,7,no,Android,Europe,2022-12-16,Active,Y,25.8,163430.74,5413.24,card,desktop_terminal
CUST12318,Kimberly Stephens,F,55,Kenya,Abuja,premium,ACC207861,basic,2021-07-12,high,TRD0000046,01/07/2023,forex,EUR/USD,buy,61.65,46.26,2851.93,1029.96,4346.95,19.15,20.43,N,215,13.26,14377.84,13.08,55,Y,10,No,Android,Asia,07/05/2023,Dormant,no,80.63,182554.17,146707.78,bank_transfer,desktop_terminal
CUST77813,Luis Ayers,F,41,nigeria,Cape Town,retail,ACC112115,basic,24/12/2023,low,TRD0000047,17/06/2024,crypto,ETH,sell,484.88,74961.08,36347128.47,4768044.03,129214.86,258280.89,2.68,Y,277,131217.07,540969.03,,104,Y,3,no,iPhone,Middle East,03-26-2024,active,Yes,29.46,61082.35,116553.62,wallet,web
CUST71134,Stephanie White,male,47,Nigeria,LAGOS,premium,ACC526292,pro,07-16-2022,high,TRD0000048,03-07-2023,crypto,BNB,buy,274.74,71355.57,19604229.3,-1955525.34,90346.06,115924.52,,no,202,97050.64,76784.05,83.26,246,Y,17,Y,Tablet,Asia,19/12/2022,inactive,yes,30.25,154425.72,28542.0,wallet,API
CUST96208,Kevin Gonzalez,Female,47,Ghana,lagos,retail,ACC810577,pro,11-13-2021,high,TRD0000049,29/12/2022,forex,EUR/USD,sell,135.07,141.0,19044.87,-4988.12,195734.18,189.24,27.95,yes,213,89.41,855314.47,62.82,115,No,14,N,Tablet,Asia,2022-12-15,inactive,Y,35.94,105224.32,107175.69,bank_transfer,API
CUST59895,Megan Wallace,male,53,Ghana,LAGOS,retail,ACC495312,pro,06-30-2021,medium,TRD0000050,2022-05-19,stocks,AAPL,buy,129.02,1349.04,174053.14,33998.93,212178.42,901.29,41.46,Yes,179,972.36,573491.33,,71,no,7,Yes,Tablet,Asia,2022-05-01,dormant,No,65.21,185682.47,27759.67,crypto,API
CUST62643,Erin Castillo,female,56,Ghana,lagos,retail,ACC433528,basic,2021-06-03,high,TRD0000051,2022-04-02,forex,USD/NGN,buy,262.5,178.74,46919.25,3631.56,313815.77,352.17,6.22,N,210,223.43,265199.95,,568,Yes,9,No,iPhone,North America,03/05/2022,Active,N,3.92,35038.84,138413.93,card,mobile_app
CUST63883,Allison Flynn,male,29,South Africa,lagos,retail,ACC179828,basic,12-07-2023,high,TRD0000052,07/04/2025,stocks,META,sell,72.82,395.48,28798.85,-5940.06,310121.43,33.87,4.09,yes,202,142.57,1007020.38,47.37,246,yes,7,Yes,Android,North America,2025-04-26,active,Y,1.61,173397.34,81979.8,wallet,API
CUST18850,Gary Chen,Female,62,UK,Abuja,retail,ACC517960,VIP,2023-09-20,low,TRD0000053,2023-09-27,stocks,NVDA,sell,281.21,216.59,60907.27,-5272.4,118692.7,165.71,41.47,Y,176,346.06,213187.96,,27,Y,25,yes,Android,Europe,20/08/2023,Active,yes,27.7,167001.59,23003.0,card,mobile_app
CUST58223,Chad Short,F,44,Kenya,Abuja,retail,ACC599073,basic,04-11-2022,high,TRD0000054,03/07/2023,forex,GBP/USD,sell,304.49,25.43,7743.18,-475.33,327048.34,47.3,38.82,Y,7,1106.17,797254.33,,183,yes,10,yes,iPhone,West Africa,27/04/2023,dormant,Y,80.71,151690.7,34708.38,bank_transfer,mobile_app
CUST47823,Ricky Hudson,F,44,Ghana,Accra,retail,ACC587026,pro,2024-07-11,high,TRD0000055,2024-11-08,forex,USD/NGN,buy,329.87,169.5,55912.97,18703.7,365696.96,414.5,6.65,Yes,207,270.11,353992.41,26.84,312,yes,12,N,iPhone,North America,10-09-2024,inactive,N,64.19,35934.32,151103.77,wallet,API
CUST97835,Eric Morris,M,19,Nigeria,Nairobi,premium,ACC995638,pro,2021-04-07,high,TRD0000056,28/11/2021,stocks,AMZN,sell,499.06,942.23,470229.3,12840.11,342649.27,4020.45,17.67,N,231,2035.62,1006143.29,27.51,526,yes,15,yes,iPhone,North America,17/09/2021,inactive,yes,55.09,193882.87,114753.03,card,web
CUST32026,Deborah Stewart,Female,24,nigeria,Nairobi,retail,ACC819566,pro,10-04-2024,high,TRD0000057,2026-01-26,commodities,Silver,sell,349.33,135.57,47358.67,-1492.91,470314.52,335.93,,yes,236,200.67,2034505.83,27.54,298,Yes,11,No,Android,West Africa,,Active,Y,31.09,22119.07,55605.0,card,desktop_terminal
CUST68336,Gregory Thompson,M,37,nigeria,lagos,retail,ACC591270,VIP,09-22-2023,medium,TRD0000058,12-01-2023,commodities,Natural Gas,buy,392.15,157.27,61673.43,8622.24,34463.13,476.55,35.27,Yes,202,305.31,149095.44,25.79,540,N,5,Yes,Desktop,North America,11-15-2023,inactive,No,19.27,165065.35,57628.01,wallet,desktop_terminal
CUST41375,,Male,55,UAE,Cape Town,premium,ACC326955,basic,21/10/2023,low,TRD0000059,10-23-2025,crypto,ETH,buy,222.15,7263.93,1613682.05,452827.14,426940.54,13042.22,1.14,No,73,22105.23,849474.34,53.74,433,Y,2,No,iPhone,Europe,2025-08-24,active,No,30.28,88631.12,101407.21,card,API
CUST21146,Joseph Barnes,female,48,Kenya,LAGOS,institutional,ACC738661,pro,05-03-2021,medium,TRD0000060,04-28-2023,forex,USD/NGN,buy,150.36,6.54,983.35,142.94,182864.99,6.12,5.18,No,184,5.34,553332.92,43.69,118,yes,5,yes,,West Africa,04-12-2023,active,Y,65.32,37508.01,120643.0,card,API
CUST39694,Rose Skinner,F,26,UK,lagos,premium,ACC812500,basic,06-20-2023,high,TRD0000061,10-20-2023,stocks,AMZN,sell,272.61,1453.54,396249.54,-124653.54,16077.77,2899.51,20.81,yes,235,1686.17,33115.48,46.21,91,no,6,no,iPhone,Asia,2023-11-17,active,Y,74.8,68279.07,137451.3,wallet,web
CUST41365,James Clark,F,52,Ghana,London,retail,ACC733124,basic,12-30-2022,high,TRD0000062,2024-06-29,crypto,SOL,sell,97.38,67069.18,6531196.75,1636192.61,88560.74,39110.22,,Y,194,33665.96,381879.96,31.27,277,No,0,Yes,Desktop,Europe,,Dormant,no,48.91,6328.12,150688.46,crypto,API
CUST30746,Randall Hoffman,Female,44,nigeria,lagos,retail,ACC653920,basic,2021-09-26,medium,TRD0000063,2023-05-07,forex,USD/NGN,sell,468.77,97.2,45564.44,5611.53,362116.37,104.47,30.82,No,139,327.8,386243.58,40.33,589,no,18,yes,iPhone,North America,02-07-2023,Active,yes,77.66,126620.36,114232.19,wallet,mobile_app
CUST28499,Paige Adams,M,67,Ghana,Accra,retail,ACC766065,basic,02/02/2024,medium,TRD0000064,2026-01-19,commodities,Crude Oil,buy,404.8,446.61,180787.73,41447.54,464387.34,1135.55,20.41,yes,154,1173.95,1775531.1,58.61,350,Yes,6,no,iPhone,North America,01-22-2026,active,Y,58.47,197492.45,64255.81,crypto,web
CUST73506,Andrew Miller,male,36,Ghana,Lagos,premium,ACC756879,basic,11/02/2021,medium,TRD0000065,07/09/2021,stocks,TSLA,buy,367.21,1446.55,531187.63,-110947.72,266154.42,4716.4,7.7,N,165,3219.32,1244572.32,37.77,29,N,15,No,,Asia,06-11-2021,active,Yes,86.47,159252.41,15695.65,crypto,API
CUST43687,Michele Horton,Male,20,Ghana,Accra,retail,ACC743791,pro,2022-11-06,low,TRD0000066,2023-03-31,forex,USD/JPY,sell,172.71,31.53,5445.55,1416.34,236168.3,7.0,31.32,N,158,34.47,835301.6,70.04,574,Y,11,no,,Asia,01-13-2023,active,Y,1.89,95152.72,117965.0,wallet,mobile_app
CUST92431,Joseph Mason,Male,20,South Africa,LAGOS,retail,ACC669661,basic,12/02/2024,low,TRD0000067,04-03-2026,crypto,XRP,buy,176.06,35380.41,6229074.98,-1189321.05,393857.86,7713.16,20.06,N,7,889867.85,423335.53,44.16,361,Yes,7,no,Tablet,Middle East,2026-02-08,Dormant,N,63.09,44816.56,45347.18,crypto,mobile_app
CUST40327,Michelle Willis,M,67,Kenya,Nairobi,retail,ACC622821,basic,12/03/2024,medium,TRD0000068,15/05/2026,forex,EUR/USD,sell,2.96,64.63,191.3,45.27,424930.13,1.46,3.55,Yes,224,0.85,665291.14,94.56,306,N,0,Yes,Android,West Africa,2026-03-16,active,Y,15.93,147203.2,17558.71,crypto,web
CUST64290,Randy Finley,F,64,Kenya,Accra,institutional,ACC134513,pro,2022-02-17,high,TRD0000069,2024-04-23,commodities,Gold,buy,25.11,479.44,12038.74,-2191.84,267921.49,80.65,1.13,no,256,47.03,1332168.44,81.36,81,Y,6,yes,iPhone,Asia,2024-01-17,active,Yes,27.2,13784.16,7774.68,crypto,desktop_terminal
CUST45023,,F,21,UK,London,retail,ACC675469,basic,21/04/2023,medium,TRD0000070,08/05/2025,crypto,BNB,sell,440.96,71857.97,31686490.45,6258010.14,495461.18,267117.16,34.99,N,59,537059.16,577021.68,12.86,52,No,22,no,Desktop,Middle East,06/04/2025,dormant,N,32.25,194322.61,167.81,crypto,desktop_terminal
CUST87633,Theresa Johnston,Female,34,UAE,Cape Town,retail,ACC167232,basic,2023-12-14,low,TRD0000071,08-27-2024,forex,USD/JPY,sell,429.0,114.57,49150.53,-9651.64,80412.1,210.96,18.84,N,88,558.53,115819.15,25.11,46,Y,12,Y,Tablet,West Africa,08-09-2024,Dormant,yes,70.56,75029.38,65659.37,wallet,API
CUST96800,Jordan Novak,Female,37,Kenya,lagos,retail,ACC601575,pro,2021-12-24,medium,TRD0000072,2024-01-25,crypto,XRP,sell,262.17,20304.01,5323102.3,311375.42,458047.12,17569.39,16.02,Y,224,23763.85,542135.67,83.01,208,yes,13,Y,,Asia,26/02/2024,Active,N,44.81,73434.88,128256.55,crypto,API
CUST94959,Andrea Schmidt,M,41,nigeria,Cape Town,premium,ACC235763,VIP,28/01/2022,low,TRD0000073,2024-01-11,stocks,AMZN,sell,197.24,651.33,128468.33,22573.01,215240.76,1278.82,46.82,yes,33,3892.98,569810.76,53.5,11,N,7,N,Android,Middle East,28/02/2024,dormant,Yes,92.65,58796.25,59427.3,crypto,web
CUST21803,Kenneth Grant,Male,55,UAE,Lagos,retail,ACC192537,pro,2022-03-18,medium,TRD0000074,10-01-2023,stocks,META,sell,421.96,253.32,106890.91,-22488.83,267136.88,607.15,49.13,Yes,160,668.07,644238.46,35.4,406,no,13,N,iPhone,Asia,17/10/2023,inactive,yes,86.81,160394.41,154195.42,card,mobile_app
CUST16829,Nathan Long,F,42,Kenya,London,premium,ACC248146,basic,12-01-2022,medium,TRD0000075,06-09-2023,stocks,META,buy,205.06,869.15,178227.9,16765.74,224581.45,1677.79,40.32,No,104,1713.73,1007889.86,,446,N,3,Yes,Android,West Africa,06-25-2023,dormant,No,18.84,184479.69,100990.69,crypto,mobile_app
CUST98323,Andrew Williamson,F,37,UAE,Abuja,retail,ACC266676,basic,28/02/2022,low,TRD0000076,2023-07-26,commodities,Silver,sell,353.4,463.45,163783.23,35807.34,436733.33,1338.9,22.87,N,287,570.67,1668889.99,31.93,563,yes,4,N,Android,Middle East,2023-05-12,Active,Y,38.62,128156.65,40205.69,bank_transfer,mobile_app
